שם הקרן,מס' קרן,פרופיל חשיפה מניות,"פרופיל חשיפה מט""ח",סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מאפייני הקרן,מנהל קרן,נאמן,מעמד מס,דמי ניהול,דמי נאמנות,שווי נכסי הקרן,תאריך נכונות,מחיר קניה,מחיר פדיון,שינוי יומי %,תשואות מתחילת החודש,תשואות מתחילת השנה,תשואות 12 חודשים,סטיית תקן,נכס ייחוס,סיווג עמלת הפצה
איילון זבולון מני חול נ$,5140587,4,D,"מניות בחו""ל","מניות כללי בחו""ל","מניות חו""ל נקובת מט""ח","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב,קרן להשק חוץ-פטור ממס לתושבי חוץ",איילון,יובנק נאמנות,פטורה,1.750,0.0300,22.1,25.02.2026,131.73,131.62,‎-0.63,‎-4.95,4.18,,4.34,S&P 500 - NTR,0.35%
"MTF מח ת""א - נפט וגז",5140595,4,A,מניות בארץ,מניות לפי ענפים,"נפט, גז ואנרגיה",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מגדל,מזרחי טפחות נאמנות,פטורה,0.000,0.0300,43.4,26.02.2026,107.23,107.23,‎-0.75,0.63,0.44,,2.08,"ת""א-נפט וגז",לא נגבית עמלת הפצה
"קסם אקט מניות ארה""ב שריעה",5140603,4,D,"מניות בחו""ל",מניות גאוגרפי,"ארה""ב חשופת מט""ח","הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",קסם,הרמטיק נאמנות,פטורה,1.500,0.0300,1.8,25.02.2026,104.37,104.37,0.18,0.47,0.75,,1.25,"S&P 500 Shariah industry Exclusions index,דולר ארה""ב",0.35%
איביאי קונצרני מדורג,5140611,0,A,"אג""ח בארץ - חברות והמרה",חברות והמרה ללא מניות,חברות והמרה ללא מניות וללא סימן קריאה,,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.500,0.0300,3.6,26.02.2026,104.93,104.93,‎-0.12,‎-0.72,0.35,,0.41,"אג""ח כללי - קונצרני",0.35%
הראל מחקה אי תש ובי אר וי,5140629,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",שילוב ענפים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",הראל,מזרחי טפחות נאמנות,פטורה,0.400,0.0250,8.6,25.02.2026,111.14,111.14,‎-0.74,8.01,10.11,,1.40,"אינדקס תשתיות ובינוי ארה""ב וישראל,דולר ארה""ב",לא נגבית עמלת הפצה
תכלית USCapMarkets TTFממ,5140637,4,A,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",Financial,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",מיטב קרנות נאמנות,אלמגור-בריטמן נאמנות,פטורה,0.500,0.0300,20.9,25.02.2026,102.92,102.90,1.99,‎-8.72,‎-7.62,,2.15,US Capital Markets iNDEX,לא נגבית עמלת הפצה
אש מחקה AB US TET30,5140645,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Technology,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",אלטשולר-שחם קרנות,יובנק נאמנות,פטורה,0.800,0.0300,0.1,25.02.2026,84.76,84.76,2.76,‎-5.97,‎-7.49,,1.77,"AlphaBeta US Tech Ex Top 30,דולר ארה""ב",לא נגבית עמלת הפצה
אש מחקה אינדקס AAA שקלי,5140652,0,0,"אג""ח בארץ - כללי",,,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,אלטשולר-שחם קרנות,יובנק נאמנות,פטורה,0.150,0.0300,3.0,26.02.2026,103.88,103.88,‎-0.23,0.35,1.16,,0.22,אינדקס AAA שקלי,לא נגבית עמלת הפצה
אש מחקה אינדקס חב הש מס י,5140660,4,A,מניות בארץ,מניות לפי ענפים,פיננסים,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,אלטשולר-שחם קרנות,יובנק נאמנות,פטורה,0.500,0.0300,29.7,26.02.2026,137.51,137.51,‎-1.31,0.80,3.41,,3.46,אינדקס חברות ניהול השקעות ומסחר בישראל,לא נגבית עמלת הפצה
י.ל מחקה S&P500 MrkLeadנ$,5140678,4,D,"מניות בחו""ל","מניות גיאוגרפי - חשופת מט""ח",אמריקה- שווקים מפותחים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",ילין לפידות,יובנק נאמנות,פטורה,0.700,0.0200,8.9,25.02.2026,105.72,105.72,0.53,‎-0.34,0.00,,,S&P 500 Market Leaders,לא נגבית עמלת הפצה
אנליסט מניות ממונפת,5140686,6,F,ממונפות ואסטרטגיות,ממונפות בסיכון גבוה,,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,הקרן הינה קרן ממונפת",אנליסט,מזרחי טפחות נאמנות,פטורה,3.750,0.0300,1.0,25.02.2026,146.56,146.56,‎-0.35,‎-0.34,10.33,,2.10,אחר,0.35%
פרופאונד מנ L&M Cap ישראל,5140694,4,B,מניות בארץ,מניות לפי שווי שוק,מניות Large & Mid Cap,,איילון,מזרחי טפחות נאמנות,פטורה,1.000,0.0400,35.1,26.02.2026,129.28,129.28,‎-0.41,3.41,11.73,,,"ת""א 125",0.35%
"מור אג""ח חברות +20%",5140702,2,B,"אג""ח בארץ - חברות והמרה",חברות והמרה עם מניות,חברות והמרה עם מניות ללא סימן קריאה,,מור קרנות,יובנק נאמנות,פטורה,0.790,0.0250,57.1,26.02.2026,114.24,114.24,‎-0.04,0.51,3.84,,0.49,"אג""ח כללי - קונצרני,ת""א 125",0.35%
הראל מחקה תא SME60 מור מש,5140710,4,A,מניות בארץ,מניות לפי שווי שוק,Small Cap & Mid,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,הראל,יובנק נאמנות,פטורה,0.400,0.0200,6.2,26.02.2026,119.90,119.90,0.21,‎-1.92,3.93,,2.27,"ת""א SME60 מודל רווחיות משקל שווה",לא נגבית עמלת הפצה
הראל מחקה תא 90 מו ר מש ש,5140728,4,A,מניות בארץ,מניות לפי שווי שוק,Mid Cap,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,הראל,יובנק נאמנות,פטורה,0.400,0.0200,0.5,26.02.2026,112.89,112.89,‎-0.52,‎-3.11,1.07,,2.72,"ת""א-90 מודל רווחיות משקל שווה",לא נגבית עמלת הפצה
תכלית TTF‏‏ 150 Small-Mid,5140736,4,A,מניות בארץ,מניות לפי שווי שוק,Small Cap & Mid,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מיטב קרנות נאמנות,אלמגור-בריטמן נאמנות,פטורה,0.250,0.0300,8.2,26.02.2026,125.98,125.98,0.10,‎-1.84,3.16,,2.80,אינדקס 150 Small-Mid Cap ישראל,לא נגבית עמלת הפצה
איביאי וינשטיין אגדישראל,5140751,3,C,אגד קרנות,אגד ישראלי,,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.000,0.0200,11.9,25.02.2026,107.70,107.69,‎-0.05,2.13,3.27,,,"All-Bond כללי,ת""א 125",0.35%
איביאי מחקה SP500 EW,5140769,4,D,"מניות בחו""ל","מניות גיאוגרפי - חשופת מט""ח",אמריקה- שווקים מפותחים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.000,0.0230,20.2,25.02.2026,101.35,101.35,‎-0.36,2.22,2.89,,1.52,"S&P 500 Equal Weight - NTR,דולר ארה""ב",לא נגבית עמלת הפצה
קסם Bu KTF דו 2030 גל נ $,5140777,0,D,"אג""ח בחו""ל","חברות והמרה חשופת מט""ח",,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",קסם,הרמטיק נאמנות,פטורה,0.400,0.0300,7.9,25.02.2026,103.99,103.99,‎-0.52,1.27,‎-1.89,,1.15,אינדקס Bullet דולר 2030-גלובלי,לא נגבית עמלת הפצה
מגדל כספית שקלי ללא קונצ,5140785,0,0,קרן כספית,כספית שקלית,כספית שקלית ללא קונצרני,,מגדל,יובנק נאמנות,פטורה,0.060,0.0100,1603.8,26.02.2026,102.71,102.71,0.01,0.27,0.62,,0.00,"תל גוב-מק""מ",0.1%
קסם SPRFI07 KTF,5140793,4,D,"מניות בחו""ל","מניות גיאוגרפי - חשופת מט""ח",אמריקה- שווקים מפותחים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",קסם,הרמטיק נאמנות,פטורה,0.750,0.0300,2.8,25.02.2026,98.26,98.26,‎-0.05,0.13,‎-2.01,,0.96,"Cboe S&P 500 15% Buffer JUL IC,דולר ארה""ב",לא נגבית עמלת הפצה
ברק אולטרה זהב פי 3,5140801,6,D,ממונפות ואסטרטגיות,ממונפות בסיכון גבוה,,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,הקרן הינה קרן ממונפת",ברק,יובנק נאמנות,פטורה,1.800,0.1000,37.0,25.02.2026,294.66,293.69,2.76,‎-16.16,49.38,,9.36,GOLD SPOT $/OZ INDEX,0.35%
"ברק אג""ח ללא מניות",5140819,0,C,"אג""ח בארץ - כללי","אג""ח כללי בארץ - ללא מניות","אג""ח כללי בארץ ללא מניות וללא סימן קריאה",,ברק,יובנק נאמנות,פטורה,0.800,0.1000,1.1,26.02.2026,100.65,100.65,‎-0.23,‎-0.95,‎-0.68,,0.41,All-Bond כללי,0.35%
"איביאי מחקה ת""א-נפט וגז",5140827,4,A,מניות בארץ,מניות לפי ענפים,"נפט, גז ואנרגיה",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,"איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.000,0.0200,29.1,26.02.2026,105.09,105.09,‎-0.75,0.64,0.47,,2.08,"ת""א-נפט וגז",לא נגבית עמלת הפצה
"אילים אג""ח מדורגות",5140835,0,B,"אג""ח בארץ - חברות והמרה",חברות והמרה ללא מניות,חברות והמרה ללא מניות וללא סימן קריאה,,אילים קרנות,יובנק נאמנות,פטורה,0.590,0.0300,1.0,26.02.2026,103.00,103.00,‎-0.51,‎-1.05,‎-0.15,,0.54,"אג""ח כללי - קונצרני",0.35%
איביאי מחקה MV G Defense,5140843,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Aerospace & Defense,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה","איביאי קרנות נאמנות ",יובנק נאמנות,פטורה,0.000,0.0230,43.2,25.02.2026,113.93,113.93,‎-1.89,‎-3.25,10.50,,2.15,"MarketVector Global Defense Index ,דולר ארה""ב",לא נגבית עמלת הפצה
MTF מח S&P 500 Momentum,5140850,4,D,"מניות בחו""ל","מניות גיאוגרפי - חשופת מט""ח",אמריקה- שווקים מפותחים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",מגדל,מזרחי טפחות נאמנות,פטורה,0.250,0.0250,12.3,25.02.2026,93.75,93.72,1.03,‎-0.31,‎-2.25,,,"S&P 500 Momentum,דולר ארה""ב",לא נגבית עמלת הפצה
MTF מח אינד 0-3 שקלי עד A,5140868,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות שקלי",בריבית קבועה - קצר,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מגדל,מזרחי טפחות נאמנות,פטורה,0.000,0.0200,8.0,26.02.2026,101.43,101.43,‎-0.25,‎-1.08,0.05,,,אינדקס 0-3 שקלי עד A,לא נגבית עמלת הפצה
MTF מח BstarT10US AsMn ממ,5140884,4,A,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",Financial,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",מגדל,מזרחי טפחות נאמנות,פטורה,0.500,0.0300,4.3,25.02.2026,80.75,80.73,1.76,‎-12.33,‎-16.39,,,Bluestar TOP 10 US Listed Alternative Asset Managers,לא נגבית עמלת הפצה
"MTF מח ת""א - נדל""ן",5140892,4,A,מניות בארץ,מניות לפי ענפים,"נדל""ן ובנייה",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מגדל,אלמגור-בריטמן נאמנות,פטורה,0.000,0.0150,45.0,26.02.2026,109.70,109.70,0.13,‎-0.73,2.59,,3.55,"ת""א נדל""ן",לא נגבית עמלת הפצה
MTF מח אנד מדישר מחמ10שקל,5140900,0,0,"אג""ח בארץ - מדינה","אג""ח מדינה שקליות",ריבית קבועה - ארוך,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מגדל,יובנק נאמנות,פטורה,0.000,0.0200,52.8,26.02.2026,105.96,105.96,‎-0.70,0.35,1.50,,0.60,"אינדקס מדינת ישראל - מח""מ 10 קבוע שקלי",לא נגבית עמלת הפצה
אש כספית ניהול נזילות,5140918,0,0,קרן כספית,כספית שקלית,כספית שקלית עם קונצרני,,אלטשולר-שחם קרנות,יובנק נאמנות,פטורה,0.060,0.0100,5513.2,26.02.2026,102.61,102.61,0.00,0.28,0.64,,0.00,"תל גוב-מק""מ",0.1%
הראל מחקה אנ תע ב איר T10,5140926,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - חשופת מט""ח",Aerospace & Defense,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,קרן להשקעות חוץ – מטבע עיקרי - אירו",הראל,מזרחי טפחות נאמנות,פטורה,0.400,0.0250,8.4,25.02.2026,103.95,103.95,‎-0.92,2.80,14.42,,,"אינדקס תעשיות ביטחוניות אירופה Top10,אירו",לא נגבית עמלת הפצה
דולפין $Isra glo bon d in,5140942,0,D,"אג""ח בחו""ל","אג""ח נקובת מט""ח",,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב,קרן להשק חוץ-פטור ממס לתושבי חוץ",איילון,יובנק נאמנות,פטורה,0.690,0.0400,220.5,25.02.2026,105.94,105.94,‎-0.44,1.42,‎-1.45,,1.09,"Bloomberg US Treasuey 1-5 Years,דולר ארה""ב",0.35%
אש מחקה אב TLVNY IL 25,5140959,4,C,מניות בארץ,מניות לפי שווי שוק,אחר,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",אלטשולר-שחם קרנות,יובנק נאמנות,פטורה,0.800,0.0300,0.3,25.02.2026,111.97,111.97,‎-0.59,‎-1.34,2.99,,,AlphaBeta TLV-NY Israel Top 25,לא נגבית עמלת הפצה
קסם KTF אינ תש ובי אי מא,5140967,4,D,"מניות בחו""ל","מניות לפי ענפים בחו""ל - מנוטרלת מט""ח",REIT &  Real Estate,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה",קסם,אלמגור-בריטמן נאמנות,פטורה,0.700,0.0250,17.7,25.02.2026,125.63,125.63,0.82,8.76,15.94,,,אינדקס תשתיות ובינוי אירופה,לא נגבית עמלת הפצה
תכלית TTF‏‏ תשתיות ובנייה,5140975,4,A,מניות בארץ,מניות לפי ענפים,שילוב ענפים,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,מיטב קרנות נאמנות,אלמגור-בריטמן נאמנות,פטורה,0.400,0.0300,24.2,26.02.2026,127.06,127.06,‎-0.39,4.28,10.65,,,אינדקס תשתיות חיוניות ובנייה בישראל,לא נגבית עמלת הפצה
איילון מניות ביטוח,5140983,4,A,מניות בארץ,מניות לפי ענפים,,,איילון,יובנק נאמנות,פטורה,0.590,0.0300,8.2,26.02.2026,154.02,154.02,‎-1.17,9.49,17.06,,,"ת""א-ביטוח",0.35%
הראל מחקה אינד פד' 2029,5140991,0,0,"אג""ח בארץ - חברות והמרה","אג""ח חברות","אג""ח חברות שקלי וצמוד",לפי מדיניות השקעותיה הקרן הינה קרן מחקה,הראל,יובנק נאמנות,פטורה,0.150,0.0250,23.6,26.02.2026,102.29,102.29,‎-0.21,‎-0.38,0.17,,,אינדקס לפדיון 2029 (מתגלגל כל 4 שנים),לא נגבית עמלת הפצה
MTF מחBLBRG US AN RCנקוב$,5141007,4,D,"מניות בחו""ל","מניות גיאוגרפי - חשופת מט""ח",אמריקה- שווקים מפותחים,"הקרן הינה קרן בלתי מוגבלת בני""ע חוץ,לפי מדיניות השקעותיה הקרן הינה קרן מחקה,יחידות הקרן נקובות ב- $,קרן להשקעות חוץ – מטבע עיקרי - דולר ארה""ב",מגדל,אלמגור-בריטמן נאמנות,פטורה,0.800,0.0300,3.8,25.02.2026,100.03,100.03,0.14,‎-2.38,‎-4.98,,,"Bloomberg US Analyst Recommendations Index ",לא נגבית עמלת הפצה
